SR.No.,Device No.,Date,Time,kWh,kVARH Lag,kVA,kVARH Lead
2156,SH000269,09.12.2019,21:30:00,369.2,53.2,745.6,0
2157,SH000269,09.12.2019,22:00:00,363.6,51.6,733.6,0
2158,SH000269,09.12.2019,22:30:00,364.8,51.2,736.8,0
2159,SH000269,09.12.2019,23:00:00,360.8,50,728.8,0
2160,SH000269,09.12.2019,23:30:00,360,50.4,727.2,0
2161,SH000269,10.12.2019,00:00:00,357.2,50.4,721.6,0
2162,SH000269,10.12.2019,00:30:00,350.8,49.2,709.6,0
2163,SH000269,10.12.2019,01:00:00,350.8,48,708,0
2164,SH000269,10.12.2019,01:30:00,350.4,48,708,0
2165,SH000269,10.12.2019,02:00:00,346.8,47.6,700,0
2166,SH000269,10.12.2019,02:30:00,347.6,48,701.6,0
2167,SH000269,10.12.2019,03:00:00,345.6,48.4,699.2,0
2168,SH000269,10.12.2019,03:30:00,341.2,48,688.8,0
2169,SH000269,10.12.2019,04:00:00,342.8,48.8,693.6,0
2170,SH000269,10.12.2019,04:30:00,343.6,48.8,694.4,0
2171,SH000269,10.12.2019,05:00:00,344,48,694.4,0
2172,SH000269,10.12.2019,05:30:00,346,48,698.4,0
2173,SH000269,10.12.2019,06:00:00,344,47.2,694.4,0
2174,SH000269,10.12.2019,06:30:00,346,46.4,698.4,0
2175,SH000269,10.12.2019,07:00:00,350.4,47.2,707.2,0
2176,SH000269,10.12.2019,07:30:00,351.6,49.2,711.2,0
2177,SH000269,10.12.2019,08:00:00,354,50,715.2,0
2178,SH000269,10.12.2019,08:30:00,355.6,48.8,717.6,0
2179,SH000269,10.12.2019,09:00:00,356,48.8,718.4,0
2180,SH000269,10.12.2019,09:30:00,362.8,50.4,732.8,0
2181,SH000269,10.12.2019,10:00:00,358.4,48.8,723.2,0
2182,SH000269,10.12.2019,10:30:00,361.6,48.8,730.4,0
2183,SH000269,10.12.2019,11:00:00,365.2,50,737.6,0
2184,SH000269,10.12.2019,11:30:00,367.2,51.6,741.6,0
2185,SH000269,10.12.2019,12:00:00,371.6,52.8,751.2,0
2186,SH000269,10.12.2019,12:30:00,374.8,54.4,757.6,0
2187,SH000269,10.12.2019,13:00:00,374,54.4,756,0
2188,SH000269,10.12.2019,13:30:00,377.2,54.8,762.4,0
2189,SH000269,10.12.2019,14:00:00,376.8,54,761.6,0
2190,SH000269,10.12.2019,14:30:00,375.2,53.2,758.4,0
2191,SH000269,10.12.2019,15:00:00,376.4,52.8,760,0
2192,SH000269,10.12.2019,15:30:00,378,53.6,763.2,0
2193,SH000269,10.12.2019,16:00:00,374,52.4,755.2,0
2194,SH000269,10.12.2019,16:30:00,373.6,52.8,754.4,0
2195,SH000269,10.12.2019,17:00:00,373.2,52.8,754.4,0
2196,SH000269,10.12.2019,17:30:00,369.2,51.6,745.6,0
2197,SH000269,10.12.2019,18:00:00,370.8,52.8,749.6,0
2198,SH000269,10.12.2019,18:30:00,368.4,52,744.8,0
2199,SH000269,10.12.2019,19:00:00,368.8,52,744.8,0
2200,SH000269,10.12.2019,19:30:00,365.6,52,739.2,0
2201,SH000269,10.12.2019,20:00:00,368,53.6,744,0
2202,SH000269,10.12.2019,20:30:00,364.4,53.2,736.8,0
2203,SH000269,10.12.2019,21:00:00,364.8,53.2,737.6,0
2204,SH000269,10.12.2019,21:30:00,364.4,53.6,736.8,0
2205,SH000269,10.12.2019,22:00:00,362.4,53.6,732.8,0
2206,SH000269,10.12.2019,22:30:00,363.2,50.4,733.6,0
2207,SH000269,10.12.2019,23:00:00,358.4,48.8,724,0
2208,SH000269,10.12.2019,23:30:00,356.8,49.2,720,0
2209,SH000269,11.12.2019,00:00:00,352.4,48.8,711.2,0
2210,SH000269,11.12.2019,00:30:00,349.6,48.4,706.4,0
2211,SH000269,11.12.2019,01:00:00,349.2,49.6,705.6,0
2212,SH000269,11.12.2019,01:30:00,343.6,48,694.4,0
2213,SH000269,11.12.2019,02:00:00,347.6,49.2,701.6,0
2214,SH000269,11.12.2019,02:30:00,342.4,48,692.8,0
2215,SH000269,11.12.2019,03:00:00,342,48.8,691.2,0
2216,SH000269,11.12.2019,03:30:00,342.8,49.2,692.8,0
2217,SH000269,11.12.2019,04:00:00,341.6,49.2,690.4,0
2218,SH000269,11.12.2019,04:30:00,340,48.8,686.4,0
2219,SH000269,11.12.2019,05:00:00,344,49.2,694.4,0
2220,SH000269,11.12.2019,05:30:00,341.2,48,688.8,0
2221,SH000269,11.12.2019,06:00:00,340.8,46.8,688,0
2222,SH000269,11.12.2019,06:30:00,347.2,47.2,700.8,0
2223,SH000269,11.12.2019,07:00:00,345.6,46.4,697.6,0
2224,SH000269,11.12.2019,07:30:00,347.6,46,701.6,0
2225,SH000269,11.12.2019,08:00:00,351.2,46.8,708.8,0
2226,SH000269,11.12.2019,08:30:00,347.6,45.2,700.8,0
2227,SH000269,11.12.2019,09:00:00,354.4,48.4,715.2,0
2228,SH000269,11.12.2019,09:30:00,356.8,48,720.8,0
2229,SH000269,11.12.2019,10:00:00,358,48.4,723.2,0
2230,SH000269,11.12.2019,10:30:00,365.6,50.4,737.6,0
2231,SH000269,11.12.2019,11:00:00,364.8,49.6,736,0
2232,SH000269,11.12.2019,11:30:00,370.4,51.2,747.2,0
2233,SH000269,11.12.2019,12:00:00,370.8,52,748.8,0
2234,SH000269,11.12.2019,12:30:00,372.8,52.4,753.6,0
2235,SH000269,11.12.2019,13:00:00,375.2,55.2,758.4,0
2236,SH000269,11.12.2019,13:30:00,376.8,56.4,762.4,0
2237,SH000269,11.12.2019,14:00:00,376,55.2,760.8,0
2238,SH000269,11.12.2019,14:30:00,378,54.8,764,0
2239,SH000269,11.12.2019,15:00:00,376.4,54.4,760,0
2240,SH000269,11.12.2019,15:30:00,375.6,54,759.2,0
2241,SH000269,11.12.2019,16:00:00,375.2,55.2,759.2,0
2242,SH000269,11.12.2019,16:30:00,372.4,54.4,752.8,0
2243,SH000269,11.12.2019,17:00:00,375.2,55.6,758.4,0
2244,SH000269,11.12.2019,17:30:00,372.8,55.2,753.6,0
2245,SH000269,11.12.2019,18:00:00,370.4,54.8,748.8,0
2246,SH000269,11.12.2019,18:30:00,374,54.8,755.2,0
2247,SH000269,11.12.2019,19:00:00,368,54,744,0
2248,SH000269,11.12.2019,19:30:00,367.2,54.8,742.4,0
2249,SH000269,11.12.2019,20:00:00,369.6,54,746.4,0
2250,SH000269,11.12.2019,20:30:00,369.2,52.8,746.4,0
2251,SH000269,11.12.2019,21:00:00,365.6,51.2,739.2,0
2252,SH000269,11.12.2019,21:30:00,363.6,50.8,735.2,0
2253,SH000269,11.12.2019,22:00:00,366,52,739.2,0
2254,SH000269,11.12.2019,22:30:00,362.8,51.6,732.8,0
2255,SH000269,11.12.2019,23:00:00,361.6,50.8,730.4,0
2256,SH000269,11.12.2019,23:30:00,356.8,49.2,720,0
2257,SH000269,12.12.2019,00:00:00,352.8,48.4,712,0
2258,SH000269,12.12.2019,00:30:00,351.6,48.8,710.4,0
2259,SH000269,12.12.2019,01:00:00,349.2,49.2,706.4,0
2260,SH000269,12.12.2019,01:30:00,348,48.8,703.2,0
2261,SH000269,12.12.2019,02:00:00,346,48.8,698.4,0
2262,SH000269,12.12.2019,02:30:00,342.4,48.8,692,0
2263,SH000269,12.12.2019,03:00:00,341.6,49.6,691.2,0
2264,SH000269,12.12.2019,03:30:00,340.8,49.6,689.6,0
2265,SH000269,12.12.2019,04:00:00,341.2,50,690.4,0
2266,SH000269,12.12.2019,04:30:00,341.2,50,689.6,0
2267,SH000269,12.12.2019,05:00:00,339.6,48.8,685.6,0
2268,SH000269,12.12.2019,05:30:00,344,48.8,694.4,0
2269,SH000269,12.12.2019,06:00:00,344.4,47.6,695.2,0
2270,SH000269,12.12.2019,06:30:00,345.6,46.4,697.6,0
2271,SH000269,12.12.2019,07:00:00,348.4,47.2,703.2,0
2272,SH000269,12.12.2019,07:30:00,350.4,47.2,707.2,0
2273,SH000269,12.12.2019,08:00:00,350.4,47.6,707.2,0
2274,SH000269,12.12.2019,08:30:00,354.4,50.8,716,0
2275,SH000269,12.12.2019,09:00:00,356.8,49.6,721.6,0
2276,SH000269,12.12.2019,09:30:00,358.4,48.8,723.2,0
2277,SH000269,12.12.2019,10:00:00,356.4,48.8,719.2,0
2278,SH000269,12.12.2019,10:30:00,360,49.6,726.4,0
2279,SH000269,12.12.2019,11:00:00,363.2,50,732.8,0
2280,SH000269,12.12.2019,11:30:00,364,50,734.4,0
2281,SH000269,12.12.2019,12:00:00,368.8,51.6,744.8,0
2282,SH000269,12.12.2019,12:30:00,372.8,54,753.6,0
2283,SH000269,12.12.2019,13:00:00,372.4,55.2,752.8,0
2284,SH000269,12.12.2019,13:30:00,374.4,54,756.8,0
2285,SH000269,12.12.2019,14:00:00,370.4,52.4,748.8,0
2286,SH000269,12.12.2019,14:30:00,372.8,51.6,752.8,0
2287,SH000269,12.12.2019,15:00:00,371.2,51.2,748.8,0
2288,SH000269,12.12.2019,15:30:00,368.8,50.8,744.8,0
2289,SH000269,12.12.2019,16:00:00,368.4,51.2,744,0
2290,SH000269,12.12.2019,16:30:00,366.4,50.4,739.2,0
2291,SH000269,12.12.2019,17:00:00,369.2,51.6,744.8,0
2292,SH000269,12.12.2019,17:30:00,367.2,51.6,741.6,0
2293,SH000269,12.12.2019,18:00:00,363.2,50.4,733.6,0
2294,SH000269,12.12.2019,18:30:00,362,49.2,730.4,0
2295,SH000269,12.12.2019,19:00:00,361.6,50.4,730.4,0
2296,SH000269,12.12.2019,19:30:00,365.6,51.6,737.6,0
2297,SH000269,12.12.2019,20:00:00,363.2,52.8,734.4,0
2298,SH000269,12.12.2019,20:30:00,362,53.2,732,0
2299,SH000269,12.12.2019,21:00:00,362.8,53.6,733.6,0
2300,SH000269,12.12.2019,21:30:00,360,53.2,728,0
2301,SH000269,12.12.2019,22:00:00,359.2,53.6,726.4,0
2302,SH000269,12.12.2019,22:30:00,359.6,54,727.2,0
2303,SH000269,12.12.2019,23:00:00,355.6,49.6,717.6,0
2304,SH000269,12.12.2019,23:30:00,351.2,47.2,708.8,0
2305,SH000269,13.12.2019,00:00:00,352,47.6,710.4,0
2306,SH000269,13.12.2019,00:30:00,346.4,47.2,699.2,0
2307,SH000269,13.12.2019,01:00:00,345.6,47.6,697.6,0
2308,SH000269,13.12.2019,01:30:00,344.8,47.2,696,0
2309,SH000269,13.12.2019,02:00:00,342,47.2,691.2,0
2310,SH000269,13.12.2019,02:30:00,342,48,690.4,0
2311,SH000269,13.12.2019,03:00:00,342.4,47.6,692,0
2312,SH000269,13.12.2019,03:30:00,338.8,47.2,684,0
2313,SH000269,13.12.2019,04:00:00,337.6,47.6,681.6,0
2314,SH000269,13.12.2019,04:30:00,342,48.4,690.4,0
2315,SH000269,13.12.2019,05:00:00,337.6,47.2,682.4,0
2316,SH000269,13.12.2019,05:30:00,339.6,47.2,686.4,0
2317,SH000269,13.12.2019,06:00:00,340.8,46,687.2,0
2318,SH000269,13.12.2019,06:30:00,342,44.8,690.4,0
2319,SH000269,13.12.2019,07:00:00,346.8,46,700,0
2320,SH000269,13.12.2019,07:30:00,346.8,45.2,699.2,0
2321,SH000269,13.12.2019,08:00:00,346.4,46.4,699.2,0
2322,SH000269,13.12.2019,08:30:00,347.2,46.4,700.8,0
2323,SH000269,13.12.2019,09:00:00,350,46.8,706.4,0
2324,SH000269,13.12.2019,09:30:00,352.4,46,711.2,0
2325,SH000269,13.12.2019,10:00:00,356,46.8,716.8,0
2326,SH000269,13.12.2019,10:30:00,362.8,48,731.2,0
2327,SH000269,13.12.2019,11:00:00,364.4,48.8,735.2,0
2328,SH000269,13.12.2019,11:30:00,364.4,48.8,735.2,0
2329,SH000269,13.12.2019,12:00:00,366.4,49.2,739.2,0
2330,SH000269,13.12.2019,12:30:00,368.8,50.4,745.6,0
2331,SH000269,13.12.2019,13:00:00,378.8,54,765.6,0
2332,SH000269,13.12.2019,13:30:00,373.2,53.2,752.8,0
2333,SH000269,13.12.2019,14:00:00,373.2,52.4,753.6,0
2334,SH000269,13.12.2019,14:30:00,369.6,51.2,745.6,0
2335,SH000269,13.12.2019,15:00:00,374.4,52.4,756,0
2336,SH000269,13.12.2019,15:30:00,370.8,51.6,748,0
2337,SH000269,13.12.2019,16:00:00,374,52.8,754.4,0
2338,SH000269,13.12.2019,16:30:00,371.6,52,750.4,0
2339,SH000269,13.12.2019,17:00:00,368.8,51.2,744.8,0
2340,SH000269,13.12.2019,17:30:00,367.2,51.2,742.4,0
2341,SH000269,13.12.2019,18:00:00,366.4,50.8,740,0
2342,SH000269,13.12.2019,18:30:00,367.2,51.2,741.6,0
2343,SH000269,13.12.2019,19:00:00,366.8,50.8,740,0
2344,SH000269,13.12.2019,19:30:00,365.2,51.6,738.4,0
2345,SH000269,13.12.2019,20:00:00,366.8,52.4,740.8,0
2346,SH000269,13.12.2019,20:30:00,362.8,52,733.6,0
2347,SH000269,13.12.2019,21:00:00,365.2,52.4,738.4,0
2348,SH000269,13.12.2019,21:30:00,363.2,52,734.4,0
2349,SH000269,13.12.2019,22:00:00,361.2,52.8,730.4,0
2350,SH000269,13.12.2019,22:30:00,361.2,53.2,730.4,0
2351,SH000269,13.12.2019,23:00:00,359.2,53.2,726.4,0
2352,SH000269,13.12.2019,23:30:00,356,53.2,720,0
2353,SH000269,14.12.2019,00:00:00,355.6,49.6,717.6,0
2354,SH000269,14.12.2019,00:30:00,350,49.2,707.2,0
2355,SH000269,14.12.2019,01:00:00,349.2,49.2,705.6,0
2356,SH000269,14.12.2019,01:30:00,348,48.4,702.4,0
2357,SH000269,14.12.2019,02:00:00,344.8,48.4,696,0
2358,SH000269,14.12.2019,02:30:00,345.2,49.2,697.6,0
2359,SH000269,14.12.2019,03:00:00,343.2,47.2,692.8,0
2360,SH000269,14.12.2019,03:30:00,340,46.4,686.4,0
2361,SH000269,14.12.2019,04:00:00,338.4,46.4,683.2,0
2362,SH000269,14.12.2019,04:30:00,337.2,46,680.8,0
2363,SH000269,14.12.2019,05:00:00,341.2,46.8,688.8,0
2364,SH000269,14.12.2019,05:30:00,338.8,45.2,683.2,0
2365,SH000269,14.12.2019,06:00:00,340.8,44.8,688,0
2366,SH000269,14.12.2019,06:30:00,342.4,44.8,691.2,0
2367,SH000269,14.12.2019,07:00:00,344.4,45.2,694.4,0
2368,SH000269,14.12.2019,07:30:00,347.2,45.2,700,0
2369,SH000269,14.12.2019,08:00:00,347.6,44.8,700,0
2370,SH000269,14.12.2019,08:30:00,348.4,44.4,703.2,0
2371,SH000269,14.12.2019,09:00:00,354,46,713.6,0
2372,SH000269,14.12.2019,09:30:00,358.8,47.2,724,0
2373,SH000269,14.12.2019,10:00:00,356.8,46.4,719.2,0
2374,SH000269,14.12.2019,10:30:00,361.2,47.2,728.8,0
2375,SH000269,14.12.2019,11:00:00,361.2,46.8,728.8,0
2376,SH000269,14.12.2019,11:30:00,365.6,48,737.6,0
2377,SH000269,14.12.2019,12:00:00,369.2,49.2,744.8,0
2378,SH000269,14.12.2019,12:30:00,367.6,49.6,742.4,0
2379,SH000269,14.12.2019,13:00:00,371.6,50.8,750.4,0
2380,SH000269,14.12.2019,13:30:00,372.4,52,751.2,0
2381,SH000269,14.12.2019,14:00:00,372,51.2,750.4,0
2382,SH000269,14.12.2019,14:30:00,374.8,51.2,756,0
2383,SH000269,14.12.2019,15:00:00,372,50.4,751.2,0
2384,SH000269,14.12.2019,15:30:00,374,51.6,756,0
2385,SH000269,14.12.2019,16:00:00,370.4,50.4,748,0
2386,SH000269,14.12.2019,16:30:00,247.6,34.4,501.6,0
2387,SH000269,14.12.2019,17:00:00,369.2,51.2,746.4,0
2388,SH000269,14.12.2019,17:30:00,365.2,50.4,738.4,0
2389,SH000269,14.12.2019,18:00:00,364.4,50.4,735.2,0
2390,SH000269,14.12.2019,18:30:00,367.6,50,741.6,0
2391,SH000269,14.12.2019,19:00:00,361.6,48.4,729.6,0
2392,SH000269,14.12.2019,19:30:00,363.6,49.6,734.4,0
2393,SH000269,14.12.2019,20:00:00,363.6,50.4,733.6,0
2394,SH000269,14.12.2019,20:30:00,360.4,49.6,728,0
2395,SH000269,14.12.2019,21:00:00,364.8,50.8,736.8,0
2396,SH000269,14.12.2019,21:30:00,362,50.8,732,0
2397,SH000269,14.12.2019,22:00:00,362.8,51.6,732,0
2398,SH000269,14.12.2019,22:30:00,359.6,50.8,726.4,0
2399,SH000269,14.12.2019,23:00:00,353.6,50,714.4,0
2400,SH000269,14.12.2019,23:30:00,355.6,51.2,719.2,0
2401,SH000269,15.12.2019,00:00:00,351.6,50.8,711.2,0
2402,SH000269,15.12.2019,00:30:00,344.4,50,696.8,0
2403,SH000269,15.12.2019,01:00:00,344.4,48.4,695.2,0
2404,SH000269,15.12.2019,01:30:00,341.6,44.8,689.6,0
2405,SH000269,15.12.2019,02:00:00,342.8,26,688,0
2406,SH000269,15.12.2019,02:30:00,336.4,22,674.4,0
2407,SH000269,15.12.2019,03:00:00,335.6,22,672.8,0
2408,SH000269,15.12.2019,03:30:00,336,22.8,673.6,0
2409,SH000269,15.12.2019,04:00:00,335.2,22.4,672,0
2410,SH000269,15.12.2019,04:30:00,331.2,22,664,0
2411,SH000269,15.12.2019,05:00:00,337.2,23.2,676,0
2412,SH000269,15.12.2019,05:30:00,332.8,21.6,667.2,0
2413,SH000269,15.12.2019,06:00:00,336.8,22.4,675.2,0
2414,SH000269,15.12.2019,06:30:00,338,22,677.6,0
2415,SH000269,15.12.2019,07:00:00,338.4,22,678.4,0
2416,SH000269,15.12.2019,07:30:00,342.4,22.8,686.4,0
2417,SH000269,15.12.2019,08:00:00,345.2,22.8,692,0
2418,SH000269,15.12.2019,08:30:00,344.4,22.8,690.4,0
2419,SH000269,15.12.2019,09:00:00,347.2,24.4,696,0
2420,SH000269,15.12.2019,09:30:00,352,45.2,710.4,0
2421,SH000269,15.12.2019,10:00:00,352.4,44.8,710.4,0
2422,SH000269,15.12.2019,10:30:00,358.4,47.2,723.2,0
2423,SH000269,15.12.2019,11:00:00,357.2,47.6,720.8,0
2424,SH000269,15.12.2019,11:30:00,360.8,48.8,728,0
2425,SH000269,15.12.2019,12:00:00,364,49.6,735.2,0
2426,SH000269,15.12.2019,12:30:00,364.4,49.6,735.2,0
2427,SH000269,15.12.2019,13:00:00,366,50.8,738.4,0
2428,SH000269,15.12.2019,13:30:00,366.8,51.6,741.6,0
2429,SH000269,15.12.2019,14:00:00,368,52,743.2,0
2430,SH000269,15.12.2019,14:30:00,367.2,51.6,742.4,0
2431,SH000269,15.12.2019,15:00:00,368,52,743.2,0
2432,SH000269,15.12.2019,15:30:00,366.4,51.2,740,0
2433,SH000269,15.12.2019,16:00:00,364.8,51.2,736.8,0
2434,SH000269,15.12.2019,16:30:00,364.4,51.6,735.2,0
2435,SH000269,15.12.2019,17:00:00,361.2,50,729.6,0
2436,SH000269,15.12.2019,17:30:00,359.2,50,725.6,0
2437,SH000269,15.12.2019,18:00:00,358.4,49.6,723.2,0
2438,SH000269,15.12.2019,18:30:00,360.4,50,728,0
2439,SH000269,15.12.2019,19:00:00,358.4,49.2,723.2,0
2440,SH000269,15.12.2019,19:30:00,359.2,49.6,725.6,0
2441,SH000269,15.12.2019,20:00:00,359.6,49.6,725.6,0
2442,SH000269,15.12.2019,20:30:00,358.4,50,724,0
2443,SH000269,15.12.2019,21:00:00,361.2,50.8,730.4,0
2444,SH000269,15.12.2019,21:30:00,358,50,723.2,0
2445,SH000269,15.12.2019,22:00:00,361.2,52,729.6,0
2446,SH000269,15.12.2019,22:30:00,354.8,50,716.8,0
2447,SH000269,15.12.2019,23:00:00,355.2,46.8,716.8,0
2448,SH000269,15.12.2019,23:30:00,351.6,46.8,709.6,0
2449,SH000269,16.12.2019,00:00:00,348.8,46,703.2,0
2450,SH000269,16.12.2019,00:30:00,348.4,46.4,703.2,0
2451,SH000269,16.12.2019,01:00:00,346.4,46.8,699.2,0
2452,SH000269,16.12.2019,01:30:00,342,46.4,691.2,0
2453,SH000269,16.12.2019,02:00:00,341.6,46.4,689.6,0
2454,SH000269,16.12.2019,02:30:00,342.4,47.2,691.2,0
2455,SH000269,16.12.2019,03:00:00,339.2,46.4,685.6,0
2456,SH000269,16.12.2019,03:30:00,337.2,46.8,680.8,0
2457,SH000269,16.12.2019,04:00:00,336.4,46.8,679.2,0
2458,SH000269,16.12.2019,04:30:00,340,47.2,686.4,0
2459,SH000269,16.12.2019,05:00:00,338,46.4,682.4,0
2460,SH000269,16.12.2019,05:30:00,338.4,45.2,682.4,0
2461,SH000269,16.12.2019,06:00:00,340.4,44.8,686.4,0
2462,SH000269,16.12.2019,06:30:00,342,44.4,690.4,0
2463,SH000269,16.12.2019,07:00:00,344.4,44.4,694.4,0
2464,SH000269,16.12.2019,07:30:00,345.2,42.4,695.2,0
2465,SH000269,16.12.2019,08:00:00,352.4,45.6,710.4,0
2466,SH000269,16.12.2019,08:30:00,350.8,46,708,0
2467,SH000269,16.12.2019,09:00:00,350.8,45.2,708,0
2468,SH000269,16.12.2019,09:30:00,356,46.8,718.4,0
2469,SH000269,16.12.2019,10:00:00,356,48.4,718.4,0
2470,SH000269,16.12.2019,10:30:00,356,48,718.4,0
2471,SH000269,16.12.2019,11:00:00,359.6,49.2,727.2,0
2472,SH000269,16.12.2019,11:30:00,329.6,35.6,663.2,0
2473,SH000269,16.12.2019,12:00:00,300.8,23.2,603.2,0
2474,SH000269,16.12.2019,12:30:00,355.2,47.2,717.6,0
2475,SH000269,16.12.2019,13:00:00,368.8,53.2,745.6,0
2476,SH000269,16.12.2019,13:30:00,367.6,54,743.2,0
2477,SH000269,16.12.2019,14:00:00,355.2,46,717.6,0
2478,SH000269,16.12.2019,14:30:00,378,35.6,759.2,0
2479,SH000269,16.12.2019,15:00:00,368,30,737.6,0
2480,SH000269,16.12.2019,15:30:00,364,29.6,731.2,0
2481,SH000269,16.12.2019,16:00:00,364.4,29.6,730.4,0
2482,SH000269,16.12.2019,16:30:00,362.4,29.2,727.2,0
2483,SH000269,16.12.2019,17:00:00,358.8,28.4,719.2,0
2484,SH000269,16.12.2019,17:30:00,358.8,29.2,720,0
2485,SH000269,16.12.2019,18:00:00,359.2,29.6,721.6,0
2486,SH000269,16.12.2019,18:30:00,360,29.2,723.2,0
2487,SH000269,16.12.2019,19:00:00,358.4,29.2,719.2,0
2488,SH000269,16.12.2019,19:30:00,357.6,28,718.4,0
2489,SH000269,16.12.2019,20:00:00,357.6,27.2,718.4,0
2490,SH000269,16.12.2019,20:30:00,359.2,27.2,720,0
2491,SH000269,16.12.2019,21:00:00,357.2,27.2,717.6,0
2492,SH000269,16.12.2019,21:30:00,355.6,27.6,713.6,0
2493,SH000269,16.12.2019,22:00:00,358.4,29.2,719.2,0
2494,SH000269,16.12.2019,22:30:00,353.2,26.4,708.8,0
2495,SH000269,16.12.2019,23:00:00,355.2,27.2,712.8,0
2496,SH000269,16.12.2019,23:30:00,350.4,26.8,703.2,0
2497,SH000269,17.12.2019,00:00:00,348,26.8,697.6,0
2498,SH000269,17.12.2019,00:30:00,348.8,27.6,700.8,0
2499,SH000269,17.12.2019,01:00:00,343.2,26.4,688,0
2500,SH000269,17.12.2019,01:30:00,340,24.8,683.2,0
2501,SH000269,17.12.2019,02:00:00,338.8,24.4,679.2,0
2502,SH000269,17.12.2019,02:30:00,339.2,24.8,680,0
2503,SH000269,17.12.2019,03:00:00,336.4,24.4,675.2,0
2504,SH000269,17.12.2019,03:30:00,336.4,25.2,674.4,0
2505,SH000269,17.12.2019,04:00:00,336,24.8,674.4,0
2506,SH000269,17.12.2019,04:30:00,337.2,25.2,676,0
2507,SH000269,17.12.2019,05:00:00,336.4,24,674.4,0
2508,SH000269,17.12.2019,05:30:00,335.2,23.2,672,0
2509,SH000269,17.12.2019,06:00:00,340,23.2,681.6,0
2510,SH000269,17.12.2019,06:30:00,339.2,22.8,680,0
2511,SH000269,17.12.2019,07:00:00,342.8,23.6,687.2,0
2512,SH000269,17.12.2019,07:30:00,343.6,23.2,688.8,0
2513,SH000269,17.12.2019,08:00:00,346.8,24.4,695.2,0
2514,SH000269,17.12.2019,08:30:00,348.8,24,699.2,0
2515,SH000269,17.12.2019,09:00:00,352.8,26,708,0
2516,SH000269,17.12.2019,09:30:00,355.2,26,712.8,0
2517,SH000269,17.12.2019,10:00:00,353.6,25.6,708.8,0
2518,SH000269,17.12.2019,10:30:00,357.6,26.4,716.8,0
2519,SH000269,17.12.2019,11:00:00,359.6,26.8,720.8,0
2520,SH000269,17.12.2019,11:30:00,362,27.6,727.2,0
2521,SH000269,17.12.2019,12:00:00,364.4,28.4,731.2,0
2522,SH000269,17.12.2019,12:30:00,367.6,29.2,736.8,0
2523,SH000269,17.12.2019,13:00:00,365.2,29.6,732.8,0
2524,SH000269,17.12.2019,13:30:00,367.2,30.8,737.6,0
2525,SH000269,17.12.2019,14:00:00,369.2,30.4,740.8,0
2526,SH000269,17.12.2019,14:30:00,368,29.6,738.4,0
2527,SH000269,17.12.2019,15:00:00,369.2,30,740.8,0
2528,SH000269,17.12.2019,15:30:00,368.8,30,740,0
2529,SH000269,17.12.2019,16:00:00,366.4,29.2,734.4,0
2530,SH000269,17.12.2019,16:30:00,364,29.2,729.6,0
2531,SH000269,17.12.2019,17:00:00,363.2,29.2,728.8,0
2532,SH000269,17.12.2019,17:30:00,356.8,27.2,716.8,0
2533,SH000269,17.12.2019,18:00:00,359.2,28,720.8,0
2534,SH000269,17.12.2019,18:30:00,359.6,27.6,720.8,0
2535,SH000269,17.12.2019,19:00:00,356.8,27.6,716,0
2536,SH000269,17.12.2019,19:30:00,357.2,28.4,716.8,0
2537,SH000269,17.12.2019,20:00:00,356.8,28.8,716.8,0
2538,SH000269,17.12.2019,20:30:00,354.8,26,712,0
2539,SH000269,17.12.2019,21:00:00,357.6,26.8,718.4,0
2540,SH000269,17.12.2019,21:30:00,356.8,26,716,0
2541,SH000269,17.12.2019,22:00:00,356,26.8,713.6,0
2542,SH000269,17.12.2019,22:30:00,355.6,26.4,713.6,0
2543,SH000269,17.12.2019,23:00:00,352,25.6,705.6,0
2544,SH000269,17.12.2019,23:30:00,352.4,26.4,707.2,0
2545,SH000269,18.12.2019,00:00:00,349.6,26.4,700.8,0
2546,SH000269,18.12.2019,00:30:00,343.6,25.2,688.8,0
2547,SH000269,18.12.2019,01:00:00,342.4,25.6,686.4,0
2548,SH000269,18.12.2019,01:30:00,341.6,26.4,685.6,0
2549,SH000269,18.12.2019,02:00:00,338.4,26,679.2,0
2550,SH000269,18.12.2019,02:30:00,339.2,26.4,680,0
2551,SH000269,18.12.2019,03:00:00,336.4,26,674.4,0
2552,SH000269,18.12.2019,03:30:00,337.6,26,676.8,0
2553,SH000269,18.12.2019,04:00:00,334.4,26,671.2,0
2554,SH000269,18.12.2019,04:30:00,333.6,26,669.6,0
2555,SH000269,18.12.2019,05:00:00,333.6,24.8,669.6,0
2556,SH000269,18.12.2019,05:30:00,335.6,24.4,672.8,0
2557,SH000269,18.12.2019,06:00:00,336,23.2,673.6,0
2558,SH000269,18.12.2019,06:30:00,338.4,23.2,678.4,0
2559,SH000269,18.12.2019,07:00:00,339.6,23.2,680.8,0
2560,SH000269,18.12.2019,07:30:00,341.2,23.6,684.8,0
2561,SH000269,18.12.2019,08:00:00,343.6,23.2,688.8,0
2562,SH000269,18.12.2019,08:30:00,344.8,24.8,691.2,0
2563,SH000269,18.12.2019,09:00:00,349.2,25.6,700,0
2564,SH000269,18.12.2019,09:30:00,350.8,26.4,704,0
2565,SH000269,18.12.2019,10:00:00,349.6,25.6,701.6,0
2566,SH000269,18.12.2019,10:30:00,353.2,26.4,708,0
