SR.No.,Device No.,Date,Time,kWh,kVARH Lag,kVA,kVARH Lead
1744,SH000269,01.12.2019,07:30:00,340,45.2,684.8,0
1745,SH000269,01.12.2019,08:00:00,345.6,46.8,697.6,0
1746,SH000269,01.12.2019,08:30:00,343.6,45.6,692.8,0
1747,SH000269,01.12.2019,09:00:00,352,50.4,710.4,0
1748,SH000269,01.12.2019,09:30:00,356,50.4,718.4,0
1749,SH000269,01.12.2019,10:00:00,356,49.6,719.2,0
1750,SH000269,01.12.2019,10:30:00,367.2,52,740.8,0
1751,SH000269,01.12.2019,11:00:00,370,52,747.2,0
1752,SH000269,01.12.2019,11:30:00,371.6,52.8,749.6,0
1753,SH000269,01.12.2019,12:00:00,375.6,44.4,757.6,0
1754,SH000269,01.12.2019,12:30:00,380,45.2,765.6,0
1755,SH000269,01.12.2019,13:00:00,374.4,39.2,753.6,0
1756,SH000269,01.12.2019,13:30:00,382.8,48,772,0
1757,SH000269,01.12.2019,14:00:00,372.8,39.6,749.6,0
1758,SH000269,01.12.2019,14:30:00,381.6,46.4,769.6,0
1759,SH000269,01.12.2019,15:00:00,369.6,33.2,742.4,0
1760,SH000269,01.12.2019,15:30:00,373.6,32.8,750.4,0
1761,SH000269,01.12.2019,16:00:00,373.2,33.2,749.6,0
1762,SH000269,01.12.2019,16:30:00,372.4,33.6,748,0
1763,SH000269,01.12.2019,17:00:00,371.6,33.2,746.4,0
1764,SH000269,01.12.2019,17:30:00,375.2,41.6,756,0
1765,SH000269,01.12.2019,18:00:00,371.6,33.6,746.4,0
1766,SH000269,01.12.2019,18:30:00,371.6,32.4,746.4,0
1767,SH000269,01.12.2019,19:00:00,371.2,32.8,745.6,0
1768,SH000269,01.12.2019,19:30:00,371.6,33.2,745.6,0
1769,SH000269,01.12.2019,20:00:00,372,33.2,747.2,0
1770,SH000269,01.12.2019,20:30:00,372,33.6,747.2,0
1771,SH000269,01.12.2019,21:00:00,368.4,32.8,740,0
1772,SH000269,01.12.2019,21:30:00,370.4,31.6,744,0
1773,SH000269,01.12.2019,22:00:00,368,29.6,738.4,0
1774,SH000269,01.12.2019,22:30:00,365.6,28.8,734.4,0
1775,SH000269,01.12.2019,23:00:00,365.6,29.6,734.4,0
1776,SH000269,01.12.2019,23:30:00,361.6,28.4,726.4,0
1777,SH000269,02.12.2019,00:00:00,360.4,28.4,723.2,0
1778,SH000269,02.12.2019,00:30:00,358.8,28.8,720,0
1779,SH000269,02.12.2019,01:00:00,354.4,28,710.4,0
1780,SH000269,02.12.2019,01:30:00,356.4,29.6,716,0
1781,SH000269,02.12.2019,02:00:00,349.6,28.4,702.4,0
1782,SH000269,02.12.2019,02:30:00,347.6,27.6,697.6,0
1783,SH000269,02.12.2019,03:00:00,348.8,28.4,700,0
1784,SH000269,02.12.2019,03:30:00,347.6,28.4,697.6,0
1785,SH000269,02.12.2019,04:00:00,347.6,28.4,698.4,0
1786,SH000269,02.12.2019,04:30:00,345.6,28,694.4,0
1787,SH000269,02.12.2019,05:00:00,345.2,27.6,692.8,0
1788,SH000269,02.12.2019,05:30:00,344.8,26.4,692,0
1789,SH000269,02.12.2019,06:00:00,349.6,27.2,701.6,0
1790,SH000269,02.12.2019,06:30:00,353.6,28,709.6,0
1791,SH000269,02.12.2019,07:00:00,356,28,713.6,0
1792,SH000269,02.12.2019,07:30:00,362,28.8,726.4,0
1793,SH000269,02.12.2019,08:00:00,364.8,30.4,732,0
1794,SH000269,02.12.2019,08:30:00,372,36.8,748,0
1795,SH000269,02.12.2019,09:00:00,368.4,34.4,740,0
1796,SH000269,02.12.2019,09:30:00,367.6,50,741.6,0
1797,SH000269,02.12.2019,10:00:00,365.6,49.2,737.6,0
1798,SH000269,02.12.2019,10:30:00,363.6,48,733.6,0
1799,SH000269,02.12.2019,11:00:00,363.6,48.4,733.6,0
1800,SH000269,02.12.2019,11:30:00,364.4,49.2,736,0
1801,SH000269,02.12.2019,12:00:00,364.8,49.6,736.8,0
1802,SH000269,02.12.2019,12:30:00,364,49.6,735.2,0
1803,SH000269,02.12.2019,13:00:00,366.4,50.8,740,0
1804,SH000269,02.12.2019,13:30:00,370.4,52.4,748,0
1805,SH000269,02.12.2019,14:00:00,368.4,51.6,744,0
1806,SH000269,02.12.2019,14:30:00,368.8,50.8,744,0
1807,SH000269,02.12.2019,15:00:00,364,49.6,734.4,0
1808,SH000269,02.12.2019,15:30:00,364.4,50,735.2,0
1809,SH000269,02.12.2019,16:00:00,360.8,49.2,728,0
1810,SH000269,02.12.2019,16:30:00,364,50,735.2,0
1811,SH000269,02.12.2019,17:00:00,362.8,50,732.8,0
1812,SH000269,02.12.2019,17:30:00,359.6,49.6,726.4,0
1813,SH000269,02.12.2019,18:00:00,360,49.2,726.4,0
1814,SH000269,02.12.2019,18:30:00,360.8,49.6,728,0
1815,SH000269,02.12.2019,19:00:00,359.6,50,726.4,0
1816,SH000269,02.12.2019,19:30:00,356.8,50.4,720.8,0
1817,SH000269,02.12.2019,20:00:00,358,47.6,722.4,0
1818,SH000269,02.12.2019,20:30:00,357.6,47.6,721.6,0
1819,SH000269,02.12.2019,21:00:00,358.4,47.6,723.2,0
1820,SH000269,02.12.2019,21:30:00,357.6,47.2,721.6,0
1821,SH000269,02.12.2019,22:00:00,356,47.2,718.4,0
1822,SH000269,02.12.2019,22:30:00,354.8,46.4,715.2,0
1823,SH000269,02.12.2019,23:00:00,353.2,46.8,712.8,0
1824,SH000269,02.12.2019,23:30:00,351.6,46.8,709.6,0
1825,SH000269,03.12.2019,00:00:00,349.6,46.4,705.6,0
1826,SH000269,03.12.2019,00:30:00,346.4,46.4,699.2,0
1827,SH000269,03.12.2019,01:00:00,345.2,47.2,696.8,0
1828,SH000269,03.12.2019,01:30:00,339.6,46.4,685.6,0
1829,SH000269,03.12.2019,02:00:00,342,48,691.2,0
1830,SH000269,03.12.2019,02:30:00,339.6,47.6,685.6,0
1831,SH000269,03.12.2019,03:00:00,338,48,683.2,0
1832,SH000269,03.12.2019,03:30:00,337.2,48.4,681.6,0
1833,SH000269,03.12.2019,04:00:00,336,48,680,0
1834,SH000269,03.12.2019,04:30:00,338.8,48.4,684,0
1835,SH000269,03.12.2019,05:00:00,338,47.6,682.4,0
1836,SH000269,03.12.2019,05:30:00,338.8,47.2,684.8,0
1837,SH000269,03.12.2019,06:00:00,339.2,46,684.8,0
1838,SH000269,03.12.2019,06:30:00,343.2,46.4,692.8,0
1839,SH000269,03.12.2019,07:00:00,342.8,46,692,0
1840,SH000269,03.12.2019,07:30:00,345.6,46.4,696.8,0
1841,SH000269,03.12.2019,08:00:00,345.2,46,696.8,0
1842,SH000269,03.12.2019,08:30:00,348.8,46.4,704,0
1843,SH000269,03.12.2019,09:00:00,351.6,47.6,709.6,0
1844,SH000269,03.12.2019,09:30:00,354.8,47.6,716,0
1845,SH000269,03.12.2019,10:00:00,357.2,49.6,721.6,0
1846,SH000269,03.12.2019,10:30:00,359.6,49.2,725.6,0
1847,SH000269,03.12.2019,11:00:00,360.8,49.2,728,0
1848,SH000269,03.12.2019,11:30:00,364.8,50.8,736,0
1849,SH000269,03.12.2019,12:00:00,364,50.4,734.4,0
1850,SH000269,03.12.2019,12:30:00,365.6,52,738.4,0
1851,SH000269,03.12.2019,13:00:00,363.6,51.6,735.2,0
1852,SH000269,03.12.2019,13:30:00,365.6,50.8,738.4,0
1853,SH000269,03.12.2019,14:00:00,364.8,50.4,737.6,0
1854,SH000269,03.12.2019,14:30:00,364.4,49.2,735.2,0
1855,SH000269,03.12.2019,15:00:00,366.8,50,740,0
1856,SH000269,03.12.2019,15:30:00,375.2,52,757.6,0
1857,SH000269,03.12.2019,16:00:00,379.2,48.4,764.8,0
1858,SH000269,03.12.2019,16:30:00,368.4,51.2,744,0
1859,SH000269,03.12.2019,17:00:00,366.8,51.2,741.6,0
1860,SH000269,03.12.2019,17:30:00,364.8,50,736,0
1861,SH000269,03.12.2019,18:00:00,362,49.2,730.4,0
1862,SH000269,03.12.2019,18:30:00,362,49.6,730.4,0
1863,SH000269,03.12.2019,19:00:00,361.6,49.6,729.6,0
1864,SH000269,03.12.2019,19:30:00,362,50,731.2,0
1865,SH000269,03.12.2019,20:00:00,362,50.4,731.2,0
1866,SH000269,03.12.2019,20:30:00,364,50.8,735.2,0
1867,SH000269,03.12.2019,21:00:00,361.2,49.6,729.6,0
1868,SH000269,03.12.2019,21:30:00,360.8,50,728.8,0
1869,SH000269,03.12.2019,22:00:00,360.4,50.4,728,0
1870,SH000269,03.12.2019,22:30:00,358,50,723.2,0
1871,SH000269,03.12.2019,23:00:00,359.2,50.4,725.6,0
1872,SH000269,03.12.2019,23:30:00,352.8,49.6,712.8,0
1873,SH000269,04.12.2019,00:00:00,350.8,48.8,708,0
1874,SH000269,04.12.2019,00:30:00,346.8,47.6,700,0
1875,SH000269,04.12.2019,01:00:00,344.8,48,696.8,0
1876,SH000269,04.12.2019,01:30:00,342.8,48,692,0
1877,SH000269,04.12.2019,02:00:00,339.6,48,685.6,0
1878,SH000269,04.12.2019,02:30:00,339.6,48.8,686.4,0
1879,SH000269,04.12.2019,03:00:00,340,49.2,688,0
1880,SH000269,04.12.2019,03:30:00,338.8,49.2,684.8,0
1881,SH000269,04.12.2019,04:00:00,339.2,49.6,684.8,0
1882,SH000269,04.12.2019,04:30:00,337.6,49.2,681.6,0
1883,SH000269,04.12.2019,05:00:00,340,49.6,686.4,0
1884,SH000269,04.12.2019,05:30:00,338.8,48,684,0
1885,SH000269,04.12.2019,06:00:00,340,47.2,686.4,0
1886,SH000269,04.12.2019,06:30:00,343.6,47.2,693.6,0
1887,SH000269,04.12.2019,07:00:00,344.8,46.8,696,0
1888,SH000269,04.12.2019,07:30:00,345.6,46.4,697.6,0
1889,SH000269,04.12.2019,08:00:00,349.2,46.4,704.8,0
1890,SH000269,04.12.2019,08:30:00,349.6,46.8,705.6,0
1891,SH000269,04.12.2019,09:00:00,350.4,46.8,707.2,0
1892,SH000269,04.12.2019,09:30:00,354,48,715.2,0
1893,SH000269,04.12.2019,10:00:00,358.4,48.4,723.2,0
1894,SH000269,04.12.2019,10:30:00,358.8,50,724,0
1895,SH000269,04.12.2019,11:00:00,360,50,726.4,0
1896,SH000269,04.12.2019,11:30:00,363.2,52,733.6,0
1897,SH000269,04.12.2019,12:00:00,363.6,52.4,734.4,0
1898,SH000269,04.12.2019,12:30:00,364,52.8,735.2,0
1899,SH000269,04.12.2019,13:00:00,367.2,54.4,741.6,0
1900,SH000269,04.12.2019,13:30:00,365.6,51.6,739.2,0
1901,SH000269,04.12.2019,14:00:00,369.6,51.2,746.4,0
1902,SH000269,04.12.2019,14:30:00,368,50.4,742.4,0
1903,SH000269,04.12.2019,15:00:00,371.2,51.2,749.6,0
1904,SH000269,04.12.2019,15:30:00,373.2,52,753.6,0
1905,SH000269,04.12.2019,16:00:00,366.4,50.4,739.2,0
1906,SH000269,04.12.2019,16:30:00,366.4,50.8,739.2,0
1907,SH000269,04.12.2019,17:00:00,366.4,50.8,740,0
1908,SH000269,04.12.2019,17:30:00,367.6,51.2,741.6,0
1909,SH000269,04.12.2019,18:00:00,368,51.6,742.4,0
1910,SH000269,04.12.2019,18:30:00,364.8,50.4,736.8,0
1911,SH000269,04.12.2019,19:00:00,363.6,50.4,734.4,0
1912,SH000269,04.12.2019,19:30:00,365.2,51.6,738.4,0
1913,SH000269,04.12.2019,20:00:00,365.6,52,738.4,0
1914,SH000269,04.12.2019,20:30:00,366,52.8,740,0
1915,SH000269,04.12.2019,21:00:00,364.8,52.4,736.8,0
1916,SH000269,04.12.2019,21:30:00,364.8,52,736.8,0
1917,SH000269,04.12.2019,22:00:00,364.8,51.2,737.6,0
1918,SH000269,04.12.2019,22:30:00,366,51.6,740,0
1919,SH000269,04.12.2019,23:00:00,364.8,51.6,737.6,0
1920,SH000269,04.12.2019,23:30:00,359.6,49.6,726.4,0
1921,SH000269,05.12.2019,00:00:00,359.2,49.2,725.6,0
1922,SH000269,05.12.2019,00:30:00,355.6,49.2,717.6,0
1923,SH000269,05.12.2019,01:00:00,351.6,48.4,710.4,0
1924,SH000269,05.12.2019,01:30:00,348.8,48.8,704.8,0
1925,SH000269,05.12.2019,02:00:00,347.6,49.2,701.6,0
1926,SH000269,05.12.2019,02:30:00,346.8,49.2,701.6,0
1927,SH000269,05.12.2019,03:00:00,347.2,50,701.6,0
1928,SH000269,05.12.2019,03:30:00,345.6,49.6,698.4,0
1929,SH000269,05.12.2019,04:00:00,345.2,49.6,697.6,0
1930,SH000269,05.12.2019,04:30:00,344,49.6,695.2,0
1931,SH000269,05.12.2019,05:00:00,344.4,48.8,695.2,0
1932,SH000269,05.12.2019,05:30:00,345.2,48.4,697.6,0
1933,SH000269,05.12.2019,06:00:00,345.6,47.2,698.4,0
1934,SH000269,05.12.2019,06:30:00,347.2,47.2,700.8,0
1935,SH000269,05.12.2019,07:00:00,350,47.6,706.4,0
1936,SH000269,05.12.2019,07:30:00,349.2,46,704,0
1937,SH000269,05.12.2019,08:00:00,352,46,709.6,0
1938,SH000269,05.12.2019,08:30:00,352,44.8,710.4,0
1939,SH000269,05.12.2019,09:00:00,352.4,44.8,710.4,0
1940,SH000269,05.12.2019,09:30:00,353.6,46.8,713.6,0
1941,SH000269,05.12.2019,10:00:00,358,48,722.4,0
1942,SH000269,05.12.2019,10:30:00,360.8,48,728.8,0
1943,SH000269,05.12.2019,11:00:00,362,48.8,730.4,0
1944,SH000269,05.12.2019,11:30:00,362,48.4,730.4,0
1945,SH000269,05.12.2019,12:00:00,363.6,49.6,733.6,0
1946,SH000269,05.12.2019,12:30:00,362.8,49.6,732.8,0
1947,SH000269,05.12.2019,13:00:00,364.8,51.6,736.8,0
1948,SH000269,05.12.2019,13:30:00,367.2,52.8,742.4,0
1949,SH000269,05.12.2019,14:00:00,368.4,52,744,0
1950,SH000269,05.12.2019,14:30:00,369.6,52,747.2,0
1951,SH000269,05.12.2019,15:00:00,372,51.6,752,0
1952,SH000269,05.12.2019,15:30:00,368.8,51.2,744,0
1953,SH000269,05.12.2019,16:00:00,371.6,52.4,751.2,0
1954,SH000269,05.12.2019,16:30:00,365.2,51.2,737.6,0
1955,SH000269,05.12.2019,17:00:00,366.8,51.6,740.8,0
1956,SH000269,05.12.2019,17:30:00,368.8,52,744.8,0
1957,SH000269,05.12.2019,18:00:00,366.4,51.6,740.8,0
1958,SH000269,05.12.2019,18:30:00,365.2,50.8,736.8,0
1959,SH000269,05.12.2019,19:00:00,369.2,52.4,746.4,0
1960,SH000269,05.12.2019,19:30:00,366.8,53.2,741.6,0
1961,SH000269,05.12.2019,20:00:00,368,53.2,744,0
1962,SH000269,05.12.2019,20:30:00,367.6,53.2,743.2,0
1963,SH000269,05.12.2019,21:00:00,364.8,52.8,737.6,0
1964,SH000269,05.12.2019,21:30:00,366.8,54,741.6,0
1965,SH000269,05.12.2019,22:00:00,368,54.8,744,0
1966,SH000269,05.12.2019,22:30:00,364.4,54,736.8,0
1967,SH000269,05.12.2019,23:00:00,361.6,49.6,729.6,0
1968,SH000269,05.12.2019,23:30:00,358.4,48.8,723.2,0
1969,SH000269,06.12.2019,00:00:00,357.6,49.6,723.2,0
1970,SH000269,06.12.2019,00:30:00,354.8,49.2,716,0
1971,SH000269,06.12.2019,01:00:00,350.8,48.8,708,0
1972,SH000269,06.12.2019,01:30:00,347.2,49.6,701.6,0
1973,SH000269,06.12.2019,02:00:00,346.8,50,700.8,0
1974,SH000269,06.12.2019,02:30:00,347.6,50,702.4,0
1975,SH000269,06.12.2019,03:00:00,346.4,50.8,700.8,0
1976,SH000269,06.12.2019,03:30:00,344.4,50.4,696,0
1977,SH000269,06.12.2019,04:00:00,344.4,50.8,695.2,0
1978,SH000269,06.12.2019,04:30:00,342.8,50,693.6,0
1979,SH000269,06.12.2019,05:00:00,345.6,50.4,698.4,0
1980,SH000269,06.12.2019,05:30:00,346,49.2,698.4,0
1981,SH000269,06.12.2019,06:00:00,348.8,49.2,704,0
1982,SH000269,06.12.2019,06:30:00,349.6,48,705.6,0
1983,SH000269,06.12.2019,07:00:00,351.2,48.4,708.8,0
1984,SH000269,06.12.2019,07:30:00,352.4,48,711.2,0
1985,SH000269,06.12.2019,08:00:00,351.6,46.8,709.6,0
1986,SH000269,06.12.2019,08:30:00,355.6,47.2,717.6,0
1987,SH000269,06.12.2019,09:00:00,357.6,48,722.4,0
1988,SH000269,06.12.2019,09:30:00,361.2,49.2,729.6,0
1989,SH000269,06.12.2019,10:00:00,358.4,48.8,724,0
1990,SH000269,06.12.2019,10:30:00,364,49.6,735.2,0
1991,SH000269,06.12.2019,11:00:00,365.6,50,738.4,0
1992,SH000269,06.12.2019,11:30:00,363.6,49.6,733.6,0
1993,SH000269,06.12.2019,12:00:00,367.6,50.8,742.4,0
1994,SH000269,06.12.2019,12:30:00,371.6,52.4,750.4,0
1995,SH000269,06.12.2019,13:00:00,371.6,53.6,751.2,0
1996,SH000269,06.12.2019,13:30:00,371.2,53.6,750.4,0
1997,SH000269,06.12.2019,14:00:00,374.8,54.4,757.6,0
1998,SH000269,06.12.2019,14:30:00,376.8,54,761.6,0
1999,SH000269,06.12.2019,15:00:00,373.2,53.2,754.4,0
2000,SH000269,06.12.2019,15:30:00,372.8,53.6,753.6,0
2001,SH000269,06.12.2019,16:00:00,371.6,53.6,750.4,0
2002,SH000269,06.12.2019,16:30:00,370.8,53.2,749.6,0
2003,SH000269,06.12.2019,17:00:00,370.8,53.6,749.6,0
2004,SH000269,06.12.2019,17:30:00,369.6,52.8,746.4,0
2005,SH000269,06.12.2019,18:00:00,367.6,51.6,743.2,0
2006,SH000269,06.12.2019,18:30:00,366.4,50.8,739.2,0
2007,SH000269,06.12.2019,19:00:00,365.2,51.2,737.6,0
2008,SH000269,06.12.2019,19:30:00,366.8,52.4,741.6,0
2009,SH000269,06.12.2019,20:00:00,365.2,52.8,737.6,0
2010,SH000269,06.12.2019,20:30:00,367.2,50.8,741.6,0
2011,SH000269,06.12.2019,21:00:00,366.4,50.4,740.8,0
2012,SH000269,06.12.2019,21:30:00,363.6,50,734.4,0
2013,SH000269,06.12.2019,22:00:00,363.6,50.8,734.4,0
2014,SH000269,06.12.2019,22:30:00,362,50,730.4,0
2015,SH000269,06.12.2019,23:00:00,357.2,48.4,721.6,0
2016,SH000269,06.12.2019,23:30:00,356.8,48,720,0
2017,SH000269,07.12.2019,00:00:00,352.8,47.2,712,0
2018,SH000269,07.12.2019,00:30:00,351.2,47.2,708.8,0
2019,SH000269,07.12.2019,01:00:00,348.8,47.2,704,0
2020,SH000269,07.12.2019,01:30:00,346.4,47.2,699.2,0
2021,SH000269,07.12.2019,02:00:00,344.8,47.2,696,0
2022,SH000269,07.12.2019,02:30:00,343.2,47.2,692.8,0
2023,SH000269,07.12.2019,03:00:00,344,47.6,694.4,0
2024,SH000269,07.12.2019,03:30:00,342,47.6,691.2,0
2025,SH000269,07.12.2019,04:00:00,341.6,48,690.4,0
2026,SH000269,07.12.2019,04:30:00,341.2,47.6,689.6,0
2027,SH000269,07.12.2019,05:00:00,340,47.2,686.4,0
2028,SH000269,07.12.2019,05:30:00,340.8,46.4,688,0
2029,SH000269,07.12.2019,06:00:00,344,46.8,694.4,0
2030,SH000269,07.12.2019,06:30:00,345.2,46,696.8,0
2031,SH000269,07.12.2019,07:00:00,347.2,47.2,700.8,0
2032,SH000269,07.12.2019,07:30:00,346.4,46,699.2,0
2033,SH000269,07.12.2019,08:00:00,348.8,45.6,704,0
2034,SH000269,07.12.2019,08:30:00,349.2,45.2,704.8,0
2035,SH000269,07.12.2019,09:00:00,354.8,48.4,716,0
2036,SH000269,07.12.2019,09:30:00,353.6,47.2,713.6,0
2037,SH000269,07.12.2019,10:00:00,357.2,47.6,720.8,0
2038,SH000269,07.12.2019,10:30:00,366.4,49.6,739.2,0
2039,SH000269,07.12.2019,11:00:00,363.2,49.6,733.6,0
2040,SH000269,07.12.2019,11:30:00,366.8,51.2,740.8,0
2041,SH000269,07.12.2019,12:00:00,365.2,51.6,738.4,0
2042,SH000269,07.12.2019,12:30:00,371.2,53.2,749.6,0
2043,SH000269,07.12.2019,13:00:00,374,56,756,0
2044,SH000269,07.12.2019,13:30:00,372.4,56,753.6,0
2045,SH000269,07.12.2019,14:00:00,375.2,56,759.2,0
2046,SH000269,07.12.2019,14:30:00,371.6,54,751.2,0
2047,SH000269,07.12.2019,15:00:00,370.4,53.6,748.8,0
2048,SH000269,07.12.2019,15:30:00,372.8,54.8,753.6,0
2049,SH000269,07.12.2019,16:00:00,373.2,54.8,754.4,0
2050,SH000269,07.12.2019,16:30:00,370.4,54.4,748.8,0
2051,SH000269,07.12.2019,17:00:00,366.8,54,741.6,0
2052,SH000269,07.12.2019,17:30:00,367.6,55.2,744,0
2053,SH000269,07.12.2019,18:00:00,361.6,53.6,731.2,0
2054,SH000269,07.12.2019,18:30:00,366,54,740,0
2055,SH000269,07.12.2019,19:00:00,365.6,54,739.2,0
2056,SH000269,07.12.2019,19:30:00,360.4,54.4,728.8,0
2057,SH000269,07.12.2019,20:00:00,364.8,51.6,736.8,0
2058,SH000269,07.12.2019,20:30:00,364.4,51.2,736.8,0
2059,SH000269,07.12.2019,21:00:00,366.8,52.8,740.8,0
2060,SH000269,07.12.2019,21:30:00,363.6,52.4,734.4,0
2061,SH000269,07.12.2019,22:00:00,362.4,50.8,732.8,0
2062,SH000269,07.12.2019,22:30:00,361.2,50,728.8,0
2063,SH000269,07.12.2019,23:00:00,356.8,48.4,720,0
2064,SH000269,07.12.2019,23:30:00,358.4,49.6,723.2,0
2065,SH000269,08.12.2019,00:00:00,355.2,48.8,716.8,0
2066,SH000269,08.12.2019,00:30:00,352,48.4,710.4,0
2067,SH000269,08.12.2019,01:00:00,349.6,48.4,705.6,0
2068,SH000269,08.12.2019,01:30:00,346,48.8,698.4,0
2069,SH000269,08.12.2019,02:00:00,342.8,48.4,692.8,0
2070,SH000269,08.12.2019,02:30:00,345.2,49.6,697.6,0
2071,SH000269,08.12.2019,03:00:00,342.8,49.2,692,0
2072,SH000269,08.12.2019,03:30:00,344,50,694.4,0
2073,SH000269,08.12.2019,04:00:00,341.6,49.6,690.4,0
2074,SH000269,08.12.2019,04:30:00,340.8,50,689.6,0
2075,SH000269,08.12.2019,05:00:00,338.8,49.2,684.8,0
2076,SH000269,08.12.2019,05:30:00,345.6,49.6,697.6,0
2077,SH000269,08.12.2019,06:00:00,340.4,48.4,688.8,0
2078,SH000269,08.12.2019,06:30:00,342.8,48.4,692,0
2079,SH000269,08.12.2019,07:00:00,348,49.2,704,0
2080,SH000269,08.12.2019,07:30:00,347.2,48.8,702.4,0
2081,SH000269,08.12.2019,08:00:00,347.2,48.4,700.8,0
2082,SH000269,08.12.2019,08:30:00,350,48,706.4,0
2083,SH000269,08.12.2019,09:00:00,354.8,48,716,0
2084,SH000269,08.12.2019,09:30:00,356.8,48.4,720.8,0
2085,SH000269,08.12.2019,10:00:00,356,47.2,718.4,0
2086,SH000269,08.12.2019,10:30:00,358,46.8,722.4,0
2087,SH000269,08.12.2019,11:00:00,361.2,47.6,728.8,0
2088,SH000269,08.12.2019,11:30:00,362,48,730.4,0
2089,SH000269,08.12.2019,12:00:00,367.6,49.6,741.6,0
2090,SH000269,08.12.2019,12:30:00,367.2,49.6,740.8,0
2091,SH000269,08.12.2019,13:00:00,370.4,50.4,748,0
2092,SH000269,08.12.2019,13:30:00,372,51.6,751.2,0
2093,SH000269,08.12.2019,14:00:00,371.2,50.8,749.6,0
2094,SH000269,08.12.2019,14:30:00,371.2,50.8,749.6,0
2095,SH000269,08.12.2019,15:00:00,372,51.2,751.2,0
2096,SH000269,08.12.2019,15:30:00,372.8,52,752,0
2097,SH000269,08.12.2019,16:00:00,373.6,52,754.4,0
2098,SH000269,08.12.2019,16:30:00,369.6,51.2,747.2,0
2099,SH000269,08.12.2019,17:00:00,367.6,50.8,743.2,0
2100,SH000269,08.12.2019,17:30:00,367.2,50.8,742.4,0
2101,SH000269,08.12.2019,18:00:00,365.6,50,738.4,0
2102,SH000269,08.12.2019,18:30:00,363.2,48.8,733.6,0
2103,SH000269,08.12.2019,19:00:00,364,48.8,735.2,0
2104,SH000269,08.12.2019,19:30:00,363.2,49.2,733.6,0
2105,SH000269,08.12.2019,20:00:00,364,49.2,734.4,0
2106,SH000269,08.12.2019,20:30:00,360.4,48,727.2,0
2107,SH000269,08.12.2019,21:00:00,362.4,48.8,731.2,0
2108,SH000269,08.12.2019,21:30:00,363.6,49.6,734.4,0
2109,SH000269,08.12.2019,22:00:00,358.8,47.6,724,0
2110,SH000269,08.12.2019,22:30:00,360.8,48.8,728,0
2111,SH000269,08.12.2019,23:00:00,355.6,47.6,717.6,0
2112,SH000269,08.12.2019,23:30:00,354,48.4,714.4,0
2113,SH000269,09.12.2019,00:00:00,350.8,48.4,708.8,0
2114,SH000269,09.12.2019,00:30:00,348.8,48.4,704.8,0
2115,SH000269,09.12.2019,01:00:00,346.8,48.8,700.8,0
2116,SH000269,09.12.2019,01:30:00,345.2,49.2,697.6,0
2117,SH000269,09.12.2019,02:00:00,343.2,49.2,693.6,0
2118,SH000269,09.12.2019,02:30:00,343.6,50.4,695.2,0
2119,SH000269,09.12.2019,03:00:00,342.4,50.4,692.8,0
2120,SH000269,09.12.2019,03:30:00,340,50.4,687.2,0
2121,SH000269,09.12.2019,04:00:00,340.4,50.8,688,0
2122,SH000269,09.12.2019,04:30:00,337.6,50,682.4,0
2123,SH000269,09.12.2019,05:00:00,341.2,50.4,690.4,0
2124,SH000269,09.12.2019,05:30:00,342.8,49.6,693.6,0
2125,SH000269,09.12.2019,06:00:00,342,48,690.4,0
2126,SH000269,09.12.2019,06:30:00,344.4,48,695.2,0
2127,SH000269,09.12.2019,07:00:00,346,47.6,699.2,0
2128,SH000269,09.12.2019,07:30:00,348.8,46.8,704,0
2129,SH000269,09.12.2019,08:00:00,352.4,48,711.2,0
2130,SH000269,09.12.2019,08:30:00,352.8,46.8,712,0
2131,SH000269,09.12.2019,09:00:00,356.4,48.4,720.8,0
2132,SH000269,09.12.2019,09:30:00,360,49.2,726.4,0
2133,SH000269,09.12.2019,10:00:00,362.8,49.6,732.8,0
2134,SH000269,09.12.2019,10:30:00,367.2,52.4,741.6,0
2135,SH000269,09.12.2019,11:00:00,370,54,747.2,0
2136,SH000269,09.12.2019,11:30:00,370.4,54,749.6,0
2137,SH000269,09.12.2019,12:00:00,372.4,53.2,752,0
2138,SH000269,09.12.2019,12:30:00,370.4,54,748.8,0
2139,SH000269,09.12.2019,13:00:00,374,55.6,756,0
2140,SH000269,09.12.2019,13:30:00,372.4,54,752.8,0
2141,SH000269,09.12.2019,14:00:00,373.6,54,755.2,0
2142,SH000269,09.12.2019,14:30:00,375.6,53.2,759.2,0
2143,SH000269,09.12.2019,15:00:00,375.6,53.6,757.6,0
2144,SH000269,09.12.2019,15:30:00,373.2,52.8,753.6,0
2145,SH000269,09.12.2019,16:00:00,374,52.8,756,0
2146,SH000269,09.12.2019,16:30:00,375.6,53.2,758.4,0
2147,SH000269,09.12.2019,17:00:00,371.2,52.4,749.6,0
2148,SH000269,09.12.2019,17:30:00,371.2,53.2,750.4,0
2149,SH000269,09.12.2019,18:00:00,370.8,53.2,748.8,0
2150,SH000269,09.12.2019,18:30:00,371.2,52.8,749.6,0
2151,SH000269,09.12.2019,19:00:00,371.2,53.2,749.6,0
2152,SH000269,09.12.2019,19:30:00,370,53.6,747.2,0
2153,SH000269,09.12.2019,20:00:00,367.2,51.6,741.6,0
2154,SH000269,09.12.2019,20:30:00,369.2,52.8,745.6,0
2155,SH000269,09.12.2019,21:00:00,365.6,51.6,738.4,0
